140	% PF1 - 7x20 from design docs
140	% PF3 - 7x20 from design docs
140	% PF5 - 7x20 from design docs
44 	% PF7 - 11x4 from design docs
204	% PF9 - 17*12 from design docs
60	% PF11 - 6*10 from design docs
32	% PF13 - 4*8 from design docs
140	% PF2 - from design docs
140	% PF4 - from design docs
140	% PF6 - from design docs
44 	% PF8 - from design docs
204	% PF10 - from design docs
60	% PF12 - from design docs
32	% PF14 - from design docs
2	% IC1	- from Dave
2	% IC2	- from Dave

